name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,PER_rank,WS_rank,WS/48_rank,BPM_rank,VORP_rank,PIPM_rank,Wins Added_rank
Glen Rice,/players/r/ricegl02.html,2014,2015,Georgia Institute of Technology,false,"Walton in Marietta, Georgia",-0.55,0.05,ricegl02,2014-15,WAS,-3.6,-0.1,-0.121,-11.1,-0.1,,24,NBA,5,8.6,.200,.667,0.8,0.4,0.0,0.0,2.2,WAS,400000,183,183,183,183,183,183,183
Chris Richard,/players/r/richach01.html,2008,2010,University of Florida,false,"Kathleen in Lakeland, Florida",-1.43,0.32,richach01,2007-08,MIN,7.9,0.4,.037,-3.7,-0.2,,NBA,427163,23,52,10.7,.471,.593,2.6,0.3,0.2,0.2,1.9,MIN,193,193,193,193,193,193,193
Chris Richard,/players/r/richach01.html,2008,2010,University of Florida,false,"Kathleen in Lakeland, Florida",,,richach01,2008-09,Did Not Play (other pro league—D-League),,,,,,,,,24,,,,,,,,,,Did Not Play (other pro league—D-League),182,182,182,182,182,182,182
Chris Richard,/players/r/richach01.html,2008,2010,University of Florida,false,"Kathleen in Lakeland, Florida",-1.57,0.10,richach01,2009-10,CHI,6.5,0.3,.067,-2.7,0.0,,NBA,43319,25,18,12.4,.517,.636,3.3,0.4,0.4,0.2,2.1,CHI,193,193,193,193,193,193,193
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",-1.54,1.30,richaja01,2001-02,GSW,13.8,2.9,.052,-0.5,1.0,,NBA,2425440,21,80,32.9,.426,.671,4.3,3.0,1.3,0.4,14.4,GSW,119,131,149,114,103,138,131
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",-1.89,0.73,richaja01,2002-03,GSW,14.8,3.7,.066,-0.4,1.1,,NBA,2607360,22,82,32.9,.410,.764,4.6,3.0,1.1,0.3,15.6,GSW,100,115,134,112,91,140,136
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+0.55,5.69,richaja01,2003-04,GSW,16.8,5.2,.085,0.9,2.1,,NBA,2789280,23,78,37.6,.438,.684,6.7,2.9,1.1,0.5,18.7,GSW,59,78,115,77,62,67,52
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",-0.03,4.14,richaja01,2004-05,GSW,19.0,5.7,.100,2.4,3.0,,NBA,3534018,24,72,37.8,.446,.693,5.9,3.9,1.5,0.4,21.7,GSW,34,65,104,38,31,96,80
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+1.94,8.20,richaja01,2005-06,GSW,19.2,7.3,.122,2.8,3.5,,NBA,8888888,25,75,38.4,.446,.673,5.8,3.1,1.3,0.5,23.2,GSW,35,47,67,33,27,40,34
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+0.93,4.55,richaja01,2006-07,GSW,15.5,3.0,.085,0.8,1.2,,NBA,9999999,26,51,32.8,.417,.657,5.1,3.4,1.1,0.6,16.0,GSW,88,144,125,80,96,64,71
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",-0.32,4.17,richaja01,2007-08,CHA,18.4,7.4,.113,2.8,3.8,,NBA,11111110,27,82,38.4,.441,.752,5.4,3.1,1.4,0.7,21.8,CHA,40,47,86,33,20,106,80
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",-0.18,3.43,richaja01,2008-09,TOT,16.7,5.8,.116,1.1,1.9,,NBA,12222221,28,72,33.5,.477,.769,4.4,2.0,1.1,0.4,16.8,"CHA,PHO",68,64,79,69,65,95,90
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+1.56,7.67,richaja01,2009-10,PHO,16.6,6.6,.128,2.2,2.7,,NBA,13333333,29,79,31.5,.474,.739,5.1,1.8,0.8,0.4,15.7,PHO,65,50,64,38,36,45,37
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+1.42,7.13,richaja01,2010-11,TOT,15.0,6.9,.123,2.2,2.8,,NBA,14444444,30,80,33.9,.447,.730,4.1,1.8,1.2,0.2,15.6,"PHO,ORL",104,43,73,43,33,50,41
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+0.37,3.13,richaja01,2011-12,ORL,13.3,2.8,.084,0.6,1.0,,NBA,5395000,31,54,29.5,.408,.594,3.6,2.0,1.0,0.4,11.6,ORL,139,131,130,96,98,86,86
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",+0.83,1.98,richaja01,2012-13,PHI,12.6,1.4,.070,-0.6,0.3,,NBA,5799625,32,33,28.4,.402,.606,3.8,1.5,1.2,0.5,10.5,PHI,185,185,185,185,185,185,185
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",,,richaja01,2013-14,Did Not Play (Injury—knee),,,,,,,NBA,6204250,33,,,,,,,,,,Did Not Play (Injury—knee),187,187,187,187,187,187,187
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false,"Arthur Hill in Saginaw, Michigan",-1.37,0.23,richaja01,2014-15,PHI,11.7,0.4,.045,-2.9,-0.1,,NBA,6601125,34,19,21.9,.348,.773,3.5,2.0,0.7,0.2,9.1,PHI,183,183,183,183,183,183,183
Jeremy Richardson,/players/r/richaje01.html,2007,2009,Delta State University,false,"Zachary in Zachary, Louisiana",+0.05,0.03,richaje01,2006-07,TOT,13.8,0.0,.099,-4.3,0.0,,NBA,120796,22,6,3.3,.500,,0.3,0.0,0.2,0.0,1.3,"ATL,POR",193,193,193,193,193,193,193
Jeremy Richardson,/players/r/richaje01.html,2007,2009,Delta State University,false,"Zachary in Zachary, Louisiana",-1.42,0.08,richaje01,2007-08,TOT,4.2,-0.1,-0.041,-9.9,-0.3,,NBA,511295,23,27,4.9,.364,1.000,0.3,0.1,0.1,0.0,1.5,"MEM,SAS,ATL",193,193,193,193,193,193,193
Jeremy Richardson,/players/r/richaje01.html,2007,2009,Delta State University,false,"Zachary in Zachary, Louisiana",-1.30,0.06,richaje01,2008-09,ORL,2.8,-0.2,-0.107,-12.7,-0.3,,NBA,769431,24,12,7.8,.286,.500,1.2,0.3,0.0,0.0,3.1,ORL,182,182,182,182,182,182,182
Josh Richardson,/players/r/richajo01.html,2016,2019,University of Tennessee,true,"Santa Fe in Edmond, Oklahoma",+0.22,2.53,richajo01,2015-16,MIA,11.4,2.5,.109,0.6,0.7,,NBA,525093,22,52,21.3,.452,.667,2.1,1.4,0.7,0.5,6.6,MIA,183,183,183,183,183,183,183
Josh Richardson,/players/r/richajo01.html,2016,2019,University of Tennessee,true,"Santa Fe in Edmond, Oklahoma",-0.29,2.17,richajo01,2016-17,MIA,10.7,2.2,.066,0.2,0.9,,NBA,874636,23,53,30.5,.394,.779,3.2,2.6,1.1,0.7,10.2,MIA,164,158,149,88,102,102,116
Josh Richardson,/players/r/richajo01.html,2016,2019,University of Tennessee,true,"Santa Fe in Edmond, Oklahoma",+0.15,4.63,richajo01,2017-18,MIA,13.6,5.4,.096,1.4,2.3,,NBA,1471382,24,81,33.2,.451,.845,3.5,2.9,1.5,0.9,12.9,MIA,128,59,106,58,37,97,69
Malachi Richardson,/players/r/richama01.html,2017,2019,Syracuse University,true,"Trenton Catholic Academy in Trenton, New Jersey",-0.78,0.20,richama01,2016-17,SAC,9.6,0.1,.028,-5.5,-0.2,,NBA,1439880,21,22,9.0,.412,.789,1.0,0.5,0.2,0.0,3.6,SAC,187,187,187,187,187,187,187
Malachi Richardson,/players/r/richama01.html,2017,2019,Syracuse University,true,"Trenton Catholic Academy in Trenton, New Jersey",-3.08,-0.17,richama01,2017-18,TOT,5.9,-0.1,-0.015,-6.4,-0.4,,NBA,1504560,22,26,12.5,.333,.773,1.3,0.5,0.4,0.0,3.4,"SAC,TOR",189,189,189,189,189,189,189
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-1.12,1.00,richaqu01,2000-01,LAC,16.5,3.0,.106,-0.3,0.6,,NBA,1020960,20,76,17.9,.442,.627,3.4,0.8,0.6,0.1,8.1,LAC,158,158,158,158,158,158,158
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",+0.60,4.20,richaqu01,2001-02,LAC,17.4,5.6,.125,1.4,1.8,,NBA,1097520,21,81,26.6,.432,.765,4.1,1.6,1.0,0.3,13.3,LAC,50,68,61,52,56,63,78
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-1.76,0.40,richaqu01,2002-03,LAC,12.5,1.0,.036,-3.5,-0.5,,NBA,1174080,22,59,23.2,.372,.685,4.8,0.9,0.6,0.2,9.4,LAC,167,167,167,167,167,167,167
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-0.41,2.94,richaqu01,2003-04,LAC,15.1,2.4,.050,-0.8,0.7,,NBA,1805735,23,65,36.0,.398,.740,6.4,2.1,1.0,0.3,17.2,LAC,92,143,148,117,114,97,92
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",+0.98,7.42,richaqu01,2004-05,PHO,13.6,5.8,.098,1.9,2.8,,NBA,5800000,24,79,35.9,.389,.739,6.1,2.0,1.2,0.3,14.9,PHO,137,63,109,49,38,65,42
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-2.32,-0.04,richaqu01,2005-06,NYK,9.6,0.7,.023,-1.6,0.2,,NBA,6940000,25,55,26.2,.355,.670,4.2,1.6,0.7,0.1,8.2,NYK,181,181,181,181,181,181,181
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",+0.34,2.87,richaqu01,2006-07,NYK,14.3,3.5,.104,0.9,1.2,,NBA,7525500,26,49,33.1,.418,.692,7.2,2.2,0.7,0.1,13.0,NYK,110,131,96,75,96,79,102
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-3.12,-0.97,richaqu01,2007-08,NYK,8.5,0.3,.008,-2.7,-0.3,,NBA,8105500,27,65,28.3,.359,.682,4.8,1.8,0.7,0.2,8.1,NYK,190,189,189,172,171,179,176
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-1.26,1.35,richaqu01,2008-09,NYK,11.6,2.1,.054,-1.5,0.2,,NBA,8685500,28,72,26.3,.393,.761,4.4,1.6,0.7,0.1,10.2,NYK,163,165,161,151,152,134,137
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",+1.82,6.18,richaqu01,2009-10,MIA,12.9,5.8,.133,2.0,2.1,,NBA,9352400,29,76,27.4,.431,.732,4.9,1.2,0.9,0.2,8.9,MIA,144,71,57,44,62,37,58
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-1.20,0.75,richaqu01,2010-11,ORL,8.1,1.3,.067,-1.6,0.1,,NBA,2265000,30,57,16.8,.341,.750,3.1,0.7,0.4,0.1,4.4,ORL,196,196,196,196,196,196,196
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",-2.46,-0.23,richaqu01,2011-12,ORL,8.7,1.3,.070,-1.2,0.2,,NBA,2446600,31,48,18.0,.376,.833,2.6,0.8,0.6,0.1,4.5,ORL,192,192,192,192,192,192,192
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false,"Whitney Young in Chicago, Illinois",+0.00,0.07,richaqu01,2012-13,NYK,0.7,-0.1,-0.181,-13.2,-0.1,,NBA,2627400,32,1,29.0,.091,1.000,10.0,1.0,0.0,0.0,5.0,NYK,185,185,185,185,185,185,185
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-2.48,-0.24,ridnolu01,2003-04,SEA,13.1,1.2,.051,-2.3,-0.1,,NBA,1424400,22,69,16.1,.414,.823,1.6,2.4,0.8,0.1,5.5,SEA,167,167,167,167,167,167,167
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-1.88,0.90,ridnolu01,2004-05,SEA,14.6,5.4,.100,0.4,1.5,,NBA,1531200,23,82,31.4,.405,.883,2.5,5.9,1.1,0.3,10.0,SEA,117,72,104,90,78,151,141
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-1.10,2.18,ridnolu01,2005-06,SEA,16.0,4.4,.081,-0.5,1.0,,NBA,1638000,24,79,33.2,.418,.877,3.0,7.0,1.6,0.3,11.5,SEA,72,94,127,119,104,138,123
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-1.52,1.09,ridnolu01,2006-07,SEA,13.7,2.3,.052,-1.8,0.1,,NBA,2425878,25,71,29.5,.433,.805,2.3,5.2,1.2,0.3,11.0,SEA,126,162,167,155,153,144,144
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-0.85,1.17,ridnolu01,2007-08,SEA,11.3,0.9,.035,-4.0,-0.6,,NBA,6500000,26,61,20.0,.399,.857,1.5,4.0,0.6,0.2,6.4,SEA,193,193,193,193,193,193,193
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",+0.49,3.82,ridnolu01,2008-09,MIL,12.9,3.4,.081,-0.3,0.9,,NBA,6500000,27,72,28.2,.403,.869,3.0,5.1,1.3,0.2,9.6,MIL,144,134,135,109,114,72,86
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-1.28,1.26,ridnolu01,2009-10,MIL,17.7,6.2,.168,0.9,1.3,,NBA,6500000,28,82,21.5,.478,.907,1.7,4.0,0.7,0.1,10.4,MIL,51,60,24,78,96,152,154
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-0.33,2.85,ridnolu01,2010-11,MIN,15.0,4.0,.089,-0.3,0.9,,NBA,4000000,29,71,30.4,.468,.883,2.8,5.4,1.3,0.1,11.8,MIN,104,116,125,124,119,109,112
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-0.23,2.42,ridnolu01,2011-12,MIN,13.6,3.3,.090,0.3,1.0,,NBA,3680000,30,53,33.0,.440,.891,2.7,4.8,1.1,0.3,12.1,MIN,131,115,121,103,98,105,104
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-1.33,1.52,ridnolu01,2012-13,MIN,13.0,4.3,.084,-0.4,1.0,,NBA,4000000,31,82,30.2,.453,.848,2.5,3.8,1.0,0.2,11.5,MIN,140,114,133,127,115,148,144
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-3.12,-0.68,ridnolu01,2013-14,TOT,9.0,0.1,.005,-5.1,-0.9,,NBA,4320000,32,61,18.7,.385,.654,1.6,2.9,0.5,0.1,5.0,"MIL,CHA",187,187,187,187,187,187,187
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false,"Blaine in Blaine, Washington",-2.71,-0.24,ridnolu01,2014-15,ORL,10.0,0.6,.042,-4.0,-0.3,,NBA,2750000,33,47,14.5,.426,.857,1.4,2.0,0.4,0.1,4.0,ORL,183,183,183,183,183,183,183
Austin Rivers,/players/r/riverau01.html,2013,2019,Duke University,true,"Winter Park in Winter Park, Florida",-3.58,-1.23,riverau01,2012-13,NOH,5.9,-1.1,-0.038,-5.6,-1.3,,NBA,2238360,20,61,23.2,.372,.546,1.8,2.1,0.4,0.1,6.2,NOH,185,185,185,185,185,185,185
Austin Rivers,/players/r/riverau01.html,2013,2019,Duke University,true,"Winter Park in Winter Park, Florida",-0.28,1.81,riverau01,2013-14,NOP,11.6,0.6,.023,-3.9,-0.7,,NBA,2339040,21,69,19.4,.405,.636,1.9,2.3,0.7,0.1,7.7,NOP,187,187,187,187,187,187,187
Austin Rivers,/players/r/riverau01.html,2013,2019,Duke University,true,"Winter Park in Winter Park, Florida",-4.92,-3.11,riverau01,2014-15,TOT,10.3,1.5,.046,-2.9,-0.4,,NBA,2439840,22,76,20.6,.409,.675,2.0,2.0,0.6,0.2,7.0,"NOP,LAC",170,169,164,172,172,181,181
Austin Rivers,/players/r/riverau01.html,2013,2019,Duke University,true,"Winter Park in Winter Park, Florida",-4.89,-2.75,riverau01,2015-16,LAC,11.1,1.9,.063,-2.2,-0.1,,NBA,3100000,23,67,21.9,.438,.681,1.9,1.5,0.7,0.1,8.9,LAC,183,183,183,183,183,183,183
Austin Rivers,/players/r/riverau01.html,2013,2019,Duke University,true,"Winter Park in Winter Park, Florida",-3.42,-1.45,riverau01,2016-17,LAC,11.4,2.5,.059,-1.6,0.2,,NBA,11000000,24,74,27.8,.442,.691,2.2,2.8,0.6,0.1,12.0,LAC,156,153,157,147,145,178,179
Austin Rivers,/players/r/riverau01.html,2013,2019,Duke University,true,"Winter Park in Winter Park, Florida",-0.88,1.99,riverau01,2017-18,LAC,12.6,2.4,.056,-0.9,0.6,,NBA,11825000,25,61,33.7,.424,.642,2.4,4.0,1.2,0.3,15.1,LAC,145,154,163,134,128,128,123
Anthony Roberson,/players/r/roberan02.html,2006,2009,University of Florida,false,"Saginaw in Saginaw, Michigan",-0.13,0.13,roberan02,2005-06,MEM,11.7,0.2,.088,-5.5,-0.1,,NBA,398762,22,16,5.5,.452,1.000,0.4,0.3,0.1,0.0,2.2,MEM,181,181,181,181,181,181,181
Anthony Roberson,/players/r/roberan02.html,2006,2009,University of Florida,false,"Saginaw in Saginaw, Michigan",-2.20,0.02,roberan02,2006-07,GSW,11.4,0.1,.031,-4.1,-0.1,,NBA,267111,23,20,11.4,.423,.667,1.1,0.5,0.6,0.0,5.6,GSW,193,193,193,193,193,193,193
Anthony Roberson,/players/r/roberan02.html,2006,2009,University of Florida,false,"Saginaw in Saginaw, Michigan",,,roberan02,2007-08,"Did Not Play (other pro league—Israel, Turkey)",,,,,,,,,24,,,,,,,,,,"Did Not Play (other pro league—Israel, Turkey)",193,193,193,193,193,193,193
Anthony Roberson,/players/r/roberan02.html,2006,2009,University of Florida,false,"Saginaw in Saginaw, Michigan",-1.03,0.24,roberan02,2008-09,TOT,11.4,0.2,.041,-3.4,-0.1,,NBA,797581,25,29,9.5,.367,1.000,0.8,0.7,0.3,0.0,4.1,"NYK,CHI",182,182,182,182,182,182,182
Andre Roberson,/players/r/roberan03.html,2014,2018,University of Colorado,true,"Wagner in San Antonio, Texas",-1.74,0.15,roberan03,2013-14,OKC,9.0,0.8,.099,-0.3,0.2,,NBA,1110840,22,40,10.0,.485,.700,2.4,0.4,0.5,0.3,1.9,OKC,187,187,187,187,187,187,187
Andre Roberson,/players/r/roberan03.html,2014,2018,University of Colorado,true,"Wagner in San Antonio, Texas",+2.15,3.90,roberan03,2014-15,OKC,9.1,2.1,.079,0.3,0.7,,NBA,1160880,23,67,19.2,.458,.479,3.8,1.0,0.8,0.4,3.4,OKC,183,183,183,183,183,183,183
Andre Roberson,/players/r/roberan03.html,2014,2018,University of Colorado,true,"Wagner in San Antonio, Texas",+1.09,4.61,roberan03,2015-16,OKC,10.2,3.4,.105,1.4,1.3,,NBA,1210800,24,70,22.2,.496,.611,3.6,0.7,0.8,0.6,4.8,OKC,170,132,91,61,92,67,83
Andre Roberson,/players/r/roberan03.html,2014,2018,University of Colorado,true,"Wagner in San Antonio, Texas",+1.61,6.71,roberan03,2016-17,OKC,9.6,4.2,.085,0.0,1.2,,NBA,2183072,25,79,30.1,.464,.423,5.1,1.0,1.2,1.0,6.6,OKC,175,86,117,96,84,46,40
Andre Roberson,/players/r/roberan03.html,2014,2018,University of Colorado,true,"Wagner in San Antonio, Texas",+1.69,2.81,roberan03,2017-18,OKC,10.9,2.2,.100,1.5,0.9,,NBA,9259259,26,39,26.6,.537,.316,4.7,1.2,1.2,0.9,5.0,OKC,189,189,189,189,189,189,189
Brian Roberts,/players/r/roberbr01.html,2013,2017,University of Dayton,true,"Saint John's in Toledo, Ohio",-1.82,0.40,roberbr01,2012-13,NOH,14.6,2.2,.078,-2.5,-0.2,,NBA,473604,27,78,17.0,.417,.909,1.2,2.8,0.5,0.0,7.1,NOH,185,185,185,185,185,185,185
Brian Roberts,/players/r/roberbr01.html,2013,2017,University of Dayton,true,"Saint John's in Toledo, Ohio",-2.32,-0.04,roberbr01,2013-14,NOP,13.4,2.2,.063,-2.9,-0.4,,NBA,788872,28,72,23.2,.420,.940,1.9,3.3,0.6,0.1,9.4,NOP,132,158,150,178,178,162,163
Brian Roberts,/players/r/roberbr01.html,2013,2017,University of Dayton,true,"Saint John's in Toledo, Ohio",-1.76,0.39,roberbr01,2014-15,CHO,11.7,1.8,.064,-2.5,-0.2,,NBA,2732000,29,72,18.5,.389,.892,1.5,2.3,0.5,0.1,6.7,CHO,183,183,183,183,183,183,183
Brian Roberts,/players/r/roberbr01.html,2013,2017,University of Dayton,true,"Saint John's in Toledo, Ohio",-1.98,0.08,roberbr01,2015-16,TOT,13.8,1.0,.105,-3.9,-0.2,,NBA,2854940,30,51,9.2,.448,.894,0.8,1.1,0.2,0.0,4.0,"CHO,POR",183,183,183,183,183,183,183
Brian Roberts,/players/r/roberbr01.html,2013,2017,University of Dayton,true,"Saint John's in Toledo, Ohio",-3.32,-0.30,roberbr01,2016-17,CHO,9.8,0.2,.028,-5.9,-0.4,,NBA,1050961,31,41,10.1,.377,.846,1.0,1.3,0.2,0.0,3.5,CHO,187,187,187,187,187,187,187
Lawrence Roberts,/players/r/roberla01.html,2006,2007,"Baylor University, Mississippi State University",false,"Lamar in Houston, Texas",-0.30,0.24,roberla01,2005-06,MEM,13.8,0.5,.144,-1.4,0.0,,NBA,398762,23,33,5.5,.455,.478,1.5,0.2,0.2,0.1,1.5,MEM,181,181,181,181,181,181,181
Lawrence Roberts,/players/r/roberla01.html,2006,2007,"Baylor University, Mississippi State University",false,"Lamar in Houston, Texas",-0.02,1.48,roberla01,2006-07,MEM,13.4,2.0,.099,-1.4,0.1,,NBA,664209,24,54,17.9,.452,.725,4.8,0.6,0.7,0.2,5.2,MEM,193,193,193,193,193,193,193
Bernard Robinson,/players/r/robinbe01.html,2005,2007,University of Michigan,false,"Dunbar in Washington, District of Columbia",-2.37,-0.03,robinbe01,2004-05,CHA,9.8,0.3,.037,-3.2,-0.1,,NBA,385277,24,31,10.6,.444,.692,1.5,1.0,0.4,0.1,3.0,CHA,178,178,178,178,178,178,178
Bernard Robinson,/players/r/robinbe01.html,2005,2007,University of Michigan,false,"Dunbar in Washington, District of Columbia",-1.12,1.01,robinbe01,2005-06,CHA,12.0,1.7,.061,-1.3,0.2,,NBA,641748,25,66,19.7,.430,.791,3.3,1.2,1.2,0.2,6.4,CHA,181,181,181,181,181,181,181
Bernard Robinson,/players/r/robinbe01.html,2005,2007,University of Michigan,false,"Dunbar in Washington, District of Columbia",-2.09,0.01,robinbe01,2006-07,TOT,7.6,0.1,.010,-4.1,-0.1,,NBA,1000000,26,31,9.0,.306,.852,1.5,0.6,0.5,0.1,2.0,"CHA,NJN",193,193,193,193,193,193,193
Devin Robinson,/players/r/robinde01.html,2018,2018,University of Florida,true,"Christchurch School in Christchurch, Virginia",-0.63,0.01,robinde01,2017-18,WAS,10.5,0.0,.098,-8.2,0.0,,NBA,,22,1,13.0,.333,,5.0,0.0,1.0,0.0,2.0,WAS,189,189,189,189,189,189,189
Glenn Robinson,/players/r/robingl02.html,2015,2019,University of Michigan,true,"Lake Central in St. John, Indiana",-0.91,0.24,robingl02,2014-15,TOT,8.5,0.1,.012,-6.3,-0.3,,NBA,507336,21,35,7.5,.388,.667,1.1,0.3,0.2,0.0,2.1,"MIN,PHI",183,183,183,183,183,183,183
Glenn Robinson,/players/r/robingl02.html,2015,2019,University of Michigan,true,"Lake Central in St. John, Indiana",-1.67,0.19,robingl02,2015-16,IND,11.4,0.8,.078,-3.0,-0.1,,NBA,845000,22,45,11.3,.430,.692,1.5,0.6,0.4,0.2,3.8,IND,183,183,183,183,183,183,183
Glenn Robinson,/players/r/robingl02.html,2015,2019,University of Michigan,true,"Lake Central in St. John, Indiana",-2.28,0.01,robingl02,2016-17,IND,11.5,2.5,.085,-1.3,0.2,,NBA,1050500,23,69,20.7,.467,.711,3.6,0.7,0.6,0.3,6.1,IND,187,187,187,187,187,187,187
Glenn Robinson,/players/r/robingl02.html,2015,2019,University of Michigan,true,"Lake Central in St. John, Indiana",-1.67,0.14,robingl02,2017-18,IND,10.8,0.6,.088,-1.8,0.0,,NBA,1524305,24,23,14.7,.424,.818,1.6,0.7,0.6,0.0,4.1,IND,189,189,189,189,189,189,189
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false,"Rainier Beach in Seattle, Washington",-0.54,1.81,robinna01,2005-06,NYK,12.6,1.5,.046,-1.5,0.2,,NBA,1102680,21,72,21.4,.407,.752,2.3,2.0,0.8,0.0,9.3,NYK,138,171,164,146,146,110,133
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false,"Rainier Beach in Seattle, Washington",+0.14,2.22,robinna01,2006-07,NYK,15.2,3.2,.114,0.2,0.7,,NBA,1185480,22,64,21.2,.434,.777,2.4,1.4,0.8,0.1,10.1,NYK,193,193,193,193,193,193,193
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false,"Rainier Beach in Seattle, Washington",-0.48,2.31,robinna01,2007-08,NYK,15.3,3.2,.082,0.0,0.9,,NBA,1268160,23,72,26.2,.423,.786,3.1,2.9,0.8,0.0,12.7,NYK,103,141,130,106,116,110,116
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false,"Rainier Beach in Seattle, Washington",+1.08,4.98,robinna01,2008-09,NYK,18.9,5.9,.128,2.6,2.6,,NBA,2020179,24,74,29.9,.437,.841,3.9,4.1,1.3,0.1,17.2,NYK,31,63,58,28,37,54,62
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false,"Rainier Beach in Seattle, Washington",-1.43,0.74,robinna01,2009-10,TOT,16.3,2.2,.095,0.1,0.6,,NBA,4000000,25,56,19.9,.436,.746,2.0,2.9,0.9,0.1,10.1,"NYK,BOS",193,193,193,193,193,193,193
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false,"Rainier Beach in Seattle, Washington",-2.87,-0.44,robinna01,2010-11,TOT,10.0,1.1,.051,-1.7,0.1,,NBA,4200000,26,59,17.2,.399,.818,1.5,1.9,0.5,0.1,6.8,"BOS,OKC",196,196,196,196,196,196,196
